usaf,wban,name,country,state,call,lat,lon,elev,begin,end
787050,99999,GOLOSON INTL,HO,"",MHLC,15.742,-86.853,+0014.9,19730214,20170324
787140,99999,CATACAMAS,HO,"",MHCA,14.9,-85.933,+0442.0,19570701,20170324
787180,99999,NUEVA OCOTEPEQUE,HO,"","",14.433,-89.183,+0626.0,19890401,20160127
787300,99999,PUERTO CABEZAS,NU,"",MNPC,14.047,-83.387,+0015.8,19500614,20170324
787310,99999,NANDAIME,NU,"","",11.717,-86.05,+0095.0,20041008,20050907
787320,99999,MASATEPE,NU,"","",11.9,-86.15,+0150.0,20070226,20130802
787330,99999,RIVAS,NU,"",MNRS,11.417,-85.833,+0053.0,19750618,20170324
787340,99999,JINOTEGA,NU,"",MNJG,13.083,-85.983,+0985.0,19820801,20170324
787350,99999,JUIGALPA,NU,"",MNJU,12.1,-85.367,+0090.0,19730702,20170324
787353,99999,LEON,NU,"",MNLN,12.428,-86.902,+0100.0,19821019,19830822
787410,99999,MANAGUA INTL,NU,"",MNMG,12.141,-86.168,+0059.1,19421001,20170324
787421,99999,PROVIDENCIALES,TK,"",MBPV,21.774,-72.266,+0004.6,20040713,20170324
787450,99999,BLUEFIELDS,NU,"",MNBL,11.991,-83.774,+0006.1,19490301,20170324
787606,99999,PASO CANOAS,CS,"","",8.967,-83.533,+0010.0,19731204,19801112
787613,99999,CHACARITA,CS,"",MRCH,9.984,-84.772,+0002.1,19860918,20020227
787620,99999,JUAN SANTAMARIA INTL,CS,"",MROC,9.994,-84.209,+0920.8,19550704,20170324
787630,99999,AGROPECURARIA,CS,"",MRPT,9.97,-84.82,+0003.0,19490109,20051103
787640,99999,TOBIAS BOLANOS INTL,CS,"",MRPV,9.957,-84.14,+0994.0,20111105,20170324
787720,99999,PALMAR SUR,CS,"",MRPM,8.951,-83.469,+0014.9,19801008,20110511
787835,99999,EL PORVENIR EAST,PM,"","",9.55,-78.95,+0002.0,19730620,19740429
787930,99999,ENRIQUE MALEK INTL,PM,"",MPDA,8.391,-82.435,+0027.1,19350101,20170324
787935,99999,BOCAS DEL TORO INTL,PM,"",MPBO,9.341,-82.251,+0003.0,19730102,20170324
787956,99999,ALONSO VALDERRAMA / CHITRE,PM,"",MPCE,7.988,-80.41,+0010.1,20080118,20150911
788064,99999,HOWARD AFB,PM,"",MPHO,8.917,-79.6,+0016.0,19800420,19800809
788065,99999,CHIVA-CHIVA,PM,"","",9.033,-79.6,+0027.0,19830516,19851008
788067,99999,MARCOS A. GELABERT,PM,"",MPMG,8.983,-79.517,+0013.0,19730102,20010921
788070,99999,COROZAL OESTE,PM,"","",8.967,-79.567,+0007.0,20050427,20050427
788075,99999,TOCUMEN/GEN. OMAR,PM,"","",9.083,-79.367,+0041.0,19730601,19730630
788550,99999,ROSEAU,DO,"",TDPR,15.3,-61.4,+0072.0,20070822,20170313
788580,99999,ROBERT L BRADSHAW,SC,"",TKPK,17.311,-62.719,+0051.8,19730101,20170324
788590,99999,VANCE WINKWORTH AMORY INTL,SC,"",TKPN,17.206,-62.59,+0004.3,19811101,20170324
788610,99999,COOLIDGE FIELD   ANTIGUA (AUX,AC,"","",17.117,-61.783,+0010.0,19411101,20070818
788660,99999,PRINCESS JULIANA INTL,NT,"",TNCM,18.041,-63.109,+0004.3,19580101,20150602
788730,99999,F D ROOSEVELT,NT,"",TNCE,17.496,-62.979,+0039.3,19510205,20170324
788900,99999,LA DESIRADE,GP,"","",16.333,-61,+0033.0,19510101,20101003
788970,99999,LE RAIZET,GP,"",TFFR,16.265,-61.532,+0011.0,19500701,20150602
789043,99999,BOGUS DOMINICAN,DO,"","",,,"",19880105,19880812
789070,99999,ROSEAU,DO,"",TDPR,15.3,-61.4,+0072.0,19730101,20060310
789220,99999,TRINITE CARAVELLE,MB,"","",14.767,-60.883,+0034.0,19730901,20170119
789250,00404,MARTINIQUE CESAIRE INTERNATIO,MB,"",TFFF,14.6,-61,+0007.0,20130101,20150602
789460,99999,CASTRIES,ST,"","",14.033,-61.017,+0055.0,19490101,20011123
789470,99999,GEORGE F L CHARLES,ST,"",TLPC,14.02,-60.993,+0006.7,19730108,20170324
789480,00406,HEWANORRA INTERNATIONAL AIRPO,ST,"",TLPL,13.75,-60.95,+0010.1,20130101,20170324
789490,99999,J F MITCHELL,VC,"",TVSB,12.988,-61.262,+0004.6,20060530,20141023
789495,99999,UNION ISLAND,VC,"",TVSU,13.083,-61,+0003.0,20070402,20120225
789500,99999,CANOUAN,VC,"",TVSC,12.699,-61.342,+0003.4,20091205,20170120
789550,99999,CARIBBEAN METEOROLOGICAL INST,BB,"","",13.15,-59.617,+0113.0,19730201,20040914
789580,99999,POINT SALINES INTL,GJ,"",TGPY,12.004,-61.786,+0012.5,19850701,20170324
789880,99999,HATO,NT,"",TNCC,12.189,-68.96,+0008.8,19420901,20170324
789900,00413,FLAMINGO INTERNATIONAL AIRPOR,NT,"",TNCB,12.15,-68.283,+0007.0,20150602,20170324
789940,99999,BOGUS CARIBBEAN,"","","",,,"",19850824,20040922
800010,99999,GUSTAVO ROJAS PINILLA,CO,"",SKSP,12.584,-81.711,+0005.8,19650101,20170324
800011,99999,EDUARDO FALLA SOLANO,CO,"",SKSV,2.152,-74.766,+0280.4,20080504,20160430
800020,99999,EL EMBRUJO,CO,"",SKPV,13.357,-81.358,+0003.0,19781226,20170324
800050,99999,CAYOS ALBURQUERQUE?,CO,"","",0,0,-0999.0,19830701,20010911
800070,99999,CAYOS E-SE(?),CO,"","",0,0,-0999.0,19830702,20020606
800080,99999,SANTA MARTA(?),CO,"","",0,0,-0999.0,19830701,20040509
800280,99999,ERNESTO CORTISSOZ,CO,"",SKBQ,10.89,-74.781,+0029.9,19410501,20170324
800360,99999,ALFONSO LOPEZ PUMAREJO,CO,"",SKVP,10.435,-73.25,+0147.2,19681004,20170324
800440,99999,COROZAL/LAS BRUJAS,CO,"","",9.333,-75.283,+0081.0,19500101,20120313
800480,99999,BARACOA,CO,"",SKMG,9.285,-74.846,+0054.3,19651120,19850103
800620,99999,TURBO/GONZALO MEJIA,CO,"","",8.117,-76.733,+0001.0,19490103,19840511
800630,99999,LOS GARZONES,CO,"",SKMR,8.824,-75.826,+0011.0,19500101,20170324
800740,99999,EL BANCO/LAS FLORES,CO,"","",9.067,-73.983,+0034.0,19670508,19890921
800810,99999,ALTO CURICHE,CO,"","",7.05,-76.35,+0301.1,19670701,19690611
800840,99999,ANTONIO ROLDAN BETANCOURT,CO,"",SKLC,7.812,-76.716,+0014.0,19800327,20170324
800930,99999,BUCARAHALGA,CO,"","",7.1,-72.8,+0938.8,19500102,19750409
800970,99999,CAMILO DAZA,CO,"",SKCC,7.928,-72.512,+0334.1,19500101,20170324
801005,99999,MELGAR AB,CO,"",SKME,4.216,-74.635,+0313.3,20140424,20140923
801100,99999,OLAYA HERRERA,CO,"",SKMD,6.22,-75.591,+1505.7,19490105,20170324
801103,99999,BAHIA SOLAND CHOCO,CO,"",MCBS,6.183,-77.4,+0024.0,19820707,19840226
801120,99999,JOSE MARIA CORDOVA,CO,"",SKRG,6.165,-75.423,+2142.1,19851201,20170324
801320,99999,TAME/TAME,CO,"","",6.45,-71.75,+0350.0,19800301,20111011
801390,99999,PUERTO CARRENO,CO,"",SKPC,6.185,-67.493,+0053.9,19790409,20170324
801440,99999,EL CARANO,CO,"",SKUI,5.691,-76.641,+0062.2,19490103,20170324
801480,99999,LA PLATA SOUTHEAST,CO,"","",5.033,-75.667,+1030.0,19730101,19740517
801490,99999,LA NUBIA,CO,"",SKMZ,5.03,-75.465,+2094.3,19680104,20170323
801540,99999,MARIQUITA,CO,"",SKQU,5.217,-74.883,+0467.0,20100619,20170212
801750,99999,TRINIDAD/TRINIDAD,CO,"","",5.433,-71.65,+0217.0,19800312,19830327
801753,99999,TRINIDAD,CO,"","",5.433,-71.667,+0198.0,19820625,19831025
801755,99999,RIONEGRO/JOSE MARI&,CO,"","",,,"",19860110,19861130
802030,99999,TULUA/FARFAN,CO,"","",4.1,-76.233,+0955.0,19500322,19810123
802100,99999,MATECANA,CO,"",SKPE,4.813,-75.74,+1346.0,19500101,20170324
802110,99999,EL EDEN,CO,"",SKAR,4.453,-75.766,+1216.2,19500101,20170324
802130,99999,EL PASO/LA LINEA,CO,"",MCEP,4.517,-75.517,+3264.0,19630103,19801031
802140,99999,PERALES,CO,"",SKIB,4.422,-75.133,+0949.1,19730101,20170324
802226,99999,EL YOPAL,CO,"",SKYP,5.319,-72.384,+0313.3,20080504,20170310
802227,99999,SANTA ANA,CO,"",SKGO,4.758,-75.956,+0908.0,20100619,20170306
802410,99999,LAS GAVIOTAS,CO,"","",4.55,-70.917,+0171.0,19730518,20120115
802590,99999,ALFONSO BONILLA ARAGON INTL,CO,"",SKCL,3.543,-76.382,+0963.8,19490103,20170324
803080,99999,GUILLERMO LEON VALENCIA,CO,"",SKPP,2.454,-76.609,+1733.4,19490513,20170212
803150,99999,BENITO SALAS,CO,"",SKNV,2.95,-75.294,+0446.2,19640909,20170324
803220,99999,JORGE E GONZALEZ TORRES,CO,"",SKSJ,2.58,-72.639,+0184.4,19800803,20170212
803360,99999,TUMACO/LA FLORIDA,CO,"","",1.817,-78.75,+0003.0,19360916,20130131
803370,99999,TUMACO *,CO,"","",1.85,-78.767,-0999.9,19741008,20021029
803410,99999,DOS RIOS,CO,"","",1.95,-76.817,+0584.6,19380601,19521011
803420,99999,ANTONIO NARINO,CO,"",SKPS,1.393,-77.291,+1813.9,19610102,20170324
803460,99999,PITALITO,CO,"","",1.867,-76.05,+1320.0,19800401,20030901
803540,99999,FLORENCIA/CAPITOLIO,CO,"",SKFL,1.6,-75.533,+0244.0,19661201,20170306
803610,99999,FABIO ALBERTO LEON BENTLEY,CO,"",SKMU,1.254,-70.234,+0207.3,19500104,20170212
803770,99999,"","","","",,,"",20011116,20030625
804000,99999,ISLA DE AVES (BASE CIENTIFICA,VE,"","",15.7,-63.633,+0008.0,19800502,20100530
804025,99999,CAPITAN MANUEL RIOS GUARICO A,VE,"",SVCZ,9.372,-66.923,+0160.0,20040908,20160823
804043,99999,JOSEFA CAMEJO,VE,"",SVJC,11.781,-70.151,+0022.9,19900424,20161017
804070,99999,LA CHINITA INTL,VE,"",SVMC,10.558,-71.728,+0071.6,19500101,20161231
804105,99999,CANAIMA,VE,"",SVCN,6.232,-62.854,+0442.0,20110326,20150910
804130,99999,MARISCAL SUCRE,VE,"",SVBS,10.25,-67.649,+0407.8,19500101,20161007
804150,99999,SIMON BOLIVAR INTL,VE,"",SVMI,10.603,-66.991,+0071.6,19730101,20170324
804160,99999,GENERALISIMO FRANCISCO DE MIR,VE,"",SVFM,10.485,-66.844,+0856.0,19730206,20161024
804165,99999,CARACAS/LA CARLOTA&,VE,"","",10.5,-66.883,+0835.0,19760201,19830322
804173,99999,METROPOLITANO,VE,"",SVMP,10.133,-66.788,+0175.0,19900424,20070220
804190,99999,GENERAL JOSE ANTONIO ANZOATEG,VE,"",SVBC,10.107,-64.689,+0007.9,19730207,20161231
804210,99999,PORLAMAR (AEROPUERTO INT DEL,VE,"","",10.917,-63.967,+0024.0,19750807,20161007
804214,99999,DEL CARIBE INTL GEN SANTIAGO,VE,"",SVMG,10.913,-63.967,+0022.6,19800514,20170324
804223,99999,GENERAL JOSE FRANCISCO BERMUD,VE,"",SVCP,10.66,-63.262,+0010.1,19900424,20131030
804233,99999,ZIM VALENCIA,VE,"","",10.15,-67.933,+0430.0,19900424,19900911
804235,99999,EL LIBERTADOR AB,VE,"",SVBL,10.183,-67.557,+0442.0,20120204,20120204
804255,99999,BOGUS VENEZUELAN,VE,"",MVSD,0,0,-0999.0,19841118,19841119
804260,99999,DR ANTONIO NICOLAS BRICENO,VE,"",SVVL,9.34,-70.584,+0627.9,19821001,20161007
804320,99999,CARRIZAL,VE,"","",9.417,-66.917,+0160.0,19810601,20160819
804333,99999,VALLE DE LA PASCUA,VE,"","",9.233,-66,+0125.0,19900424,19910304
804340,99999,VALLE DE LA PASCUA,VE,"",SVVP,9.222,-65.994,+0125.0,19910321,20161006
804350,99999,MATURIN,VE,"",SVMT,9.749,-63.153,+0068.3,19730206,20161024
804370,99999,EL VIGIA,VE,"","",8.633,-71.65,+0103.0,19920901,20161005
804380,99999,ALBERTO CARNEVALLI,VE,"",SVMD,8.582,-71.161,+1526.1,19730206,20161230
804413,99999,SAN TOME,VE,"",SVST,8.945,-64.151,+0262.4,19900424,20150929
804453,99999,LA FRIA,VE,"",SVLF,8.239,-72.271,+0093.0,19900424,20161216
804463,99999,GENERAL MANUEL CARLOS PIAR,VE,"",SVPR,8.289,-62.76,+0143.9,19900424,20160405
804470,99999,SAN ANTONIO DEL TACHIRA,VE,"",SVSA,7.841,-72.44,+0399.9,19730212,20170206
804480,99999,GUASDUALITO,VE,"",SVGD,7.211,-70.756,+0129.8,19740301,20161024
804530,99999,TUMEREMO,VE,"",SVTM,7.249,-61.529,+0104.9,19730207,20141112
804620,99999,SANTA ELENA DE UAIREN,VE,"",SVSE,4.555,-61.145,+0895.8,19730226,20160709
804653,99999,PARAMILLO,VE,"",SVPM,7.801,-72.203,+1010.1,19900424,20161227
804720,99999,ARTURO MICHELENA INTL,VE,"",SVVA,10.15,-67.928,+0430.1,19900913,20170324
804750,99999,MAYOR BUENAVENTURA VIVAS,VE,"",SVSO,7.565,-72.035,+0330.1,19820703,20161003
804763,99999,BARINAS           &,VE,"","",8.617,-70.217,+0203.0,19900724,19900911
804780,99999,TEMBLADOR (PRIVATE),VE,"",SVTR,9.017,-62.617,+0030.0,19821101,20151201
804790,99999,PALMICHAL,VE,"","",10.3,-68.233,+1000.0,19920201,20150707
810010,99999,GEORGETOWN,GY,"",SYGT,6.8,-58.15,+0002.0,19410818,20170324
810020,10502,TIMEHRI/CHEDDI JAGA,GY,"",SYCJ,6.5,-58.25,+0030.0,19730101,20170324
810025,99999,OGLE,GY,"",SYGO,6.8,-58.1,+0001.0,20041124,20160713
810030,99999,EUGENE F CORREIA INTL,GY,"",SYEC,6.817,-58.117,+0000.6,20160727,20170324
810050,99999,KAMARANG,GY,"","",5.883,-60.5,+0494.0,19730101,20170324
810100,99999,EBINI,GY,"","",5.567,-57.783,+0029.0,19730402,20160726
810580,99999,NEW AMSTERDAM,GY,"","",6.25,-57.3,+0001.0,19860803,20170324
810800,99999,KAIETEUR ARPT,GY,"",SYKA,5.183,-59.5,+0456.9,19780901,20170324
811000,99999,MABARUMA,GY,"","",8.2,-59.783,+0050.0,19730101,20170323
812090,99999,STOELMANSEILAND,NS,"","",4.35,-54.417,+0052.0,19730617,20170324
812253,99999,JOHAN A PENGEL INTL,NS,"","",5.45,-55.183,+0018.0,19910418,20100828
812500,99999,TAFELBERG,NS,"","",3.783,-56.15,+0323.0,19730730,20120212
812510,99999,SIPALIWINI,NS,"","",2.033,-56.117,+0265.0,19730512,20130611
812520,99999,KAYSERBERG,NS,"","",3.1,-56.483,+0210.0,20030216,20040117
812530,99999,COEROENI,NS,"","",3.367,-57.333,+0165.0,19730617,19861124
812600,99999,KABALEBO,NS,"","",4.4,-57.217,+0080.0,19780103,19861106
814010,99999,ST LAURENT DU MARON,FG,"",SOOM,5.5,-54.033,+0009.0,19730101,20170302
814020,99999,PORTAL,FG,"","",5.417,-54.103,+0008.0,19800514,19840525
814050,99999,ROCHAMBEAU,FG,"",SOCA,4.82,-52.36,+0007.9,19430601,20170324
814150,99999,MARIPASOULA,FG,"",SOOA,3.633,-54.033,+0106.0,19730103,20170324
814200,99999,"","","","",,,"",20030624,20030624
816090,99999,OIAPOQUE,BR,"","",3.814,-51.863,+0020.5,20160704,20170324
816480,99999,BARCELOS,BR,"","",-0.983,-62.917,+0018.5,20161104,20170324
816800,99999,BELEM,BR,"","",-1.417,-48.433,+0025.5,20160704,20170324
816820,99999,CASTANHAL,BR,"","",-1.3,-47.95,+0066.5,20160704,20170324
816850,99999,BRAGANCA,BR,"","",-1.05,-46.783,+0034.5,20160704,20170324
816870,99999,TURIACU,BR,"","",-1.667,-45.367,+0042.5,20160704,20170324
816990,99999,PRESIDENTE FIGUEIREDO,BR,"","",-2.056,-60.026,+0093.5,20160704,20170324
817100,99999,CAMETA,BR,"","",-2.25,-49.5,+0023.5,20160704,20170324
817110,99999,TOME-ACU,BR,"","",-2.6,-48.367,+0039.5,20160704,20170324
817160,99999,SANTANA,BR,"","",-2.267,-43.617,+0009.5,20160704,20170324
817290,99999,PREGUICAS,BR,"","",-3.3,-60.633,+0020.5,20160704,20170324
817320,99999,AUTAZES,BR,"","",-3.583,-59.129,+0029.5,20160704,20170324
817370,99999,PLACAS,BR,"","",-3.867,-54.217,+0097.5,20160704,20170324
817390,99999,MEDICILANDIA,BR,"","",-3.517,-52.967,+0252.5,20160704,20170324
817430,99999,TUCURUI,BR,"","",-3.817,-49.683,+0149.5,20160712,20170324
817490,99999,CHAPADINHA,BR,"","",-3.75,-43.35,+0092.5,20160704,20170324
817510,99999,ESPERANTINA,BR,"","",-3.9,-42.267,+0066.5,20160704,20170324
817520,99999,PARNAIBA,BR,"","",-3.067,-41.783,+0058.5,20160704,20170324
817700,99999,COARI,BR,"","",-4.1,-63.15,+0044.5,20160704,20170202
817780,99999,ITAITUBA,BR,"","",-4.283,-56,+0014.5,20160704,20170324
817860,99999,RONDON DO PARA,BR,"","",-4.783,-48.067,+0222.5,20160704,20170324
817880,99999,BURITICUPU,BR,"","",-4.317,-46.45,+0176.5,20160704,20170324
817900,99999,BACABAL,BR,"","",-4.25,-44.8,+0029.5,20160704,20170324
817940,99999,PIRIPIRI,BR,"","",-4.283,-41.8,+0162.5,20160918,20170324
817970,99999,GUARAMIRANGA,BR,"","",-4.267,-38.933,+0871.5,20160704,20170227
817980,99999,JUAGUARUANA,BR,"","",-4.783,-37.783,+0013.5,20160704,20170324
818200,99999,MARABA,BR,"","",-5.167,-49.383,+0117.5,20160704,20170324
818210,99999,ARAGUATINS,BR,"","",-5.65,-48.117,+0118.5,20160704,20170324
818230,99999,GRAJAU,BR,"","",-5.817,-46.167,+0231.5,20160704,20170324
818250,99999,BARRA DO CORDA,BR,"","",-5.5,-45.233,+0154.5,20160704,20170324
818270,99999,TERESINA,BR,"","",-5.033,-42.8,+0075.9,20160704,20170324
818290,99999,CASTELO DO PIAUI,BR,"","",-5.35,-41.517,+0287.5,20160704,20170308
818300,99999,CRATEUS,BR,"","",-5.186,-40.672,+0292.5,20160705,20170324
818310,99999,QUIXERAMOBIM,BR,"","",-5.167,-39.283,+0219.5,20160704,20170324
818320,99999,MORADA NOVA,BR,"","",-5.133,-38.35,+0045.1,20130405,20170324
818330,99999,JAGUARIBE,BR,"","",-5.905,-38.628,+0185.5,20160704,20170324
818340,99999,MOSSORO,BR,"","",-5.083,-37.367,+0037.5,20160730,20170324
818380,99999,CALCANHAR,BR,"","",-5.167,-35.483,+0018.5,20160704,20170324
818390,99999,NATAL,BR,"","",-5.833,-35.2,+0066.5,20160704,20170324
818460,99999,ALVORADA DO GURGUEIA,BR,"","",-8.45,-43.867,+0271.5,20160704,20170324
818600,99999,SERRA DE CARAJAS,BR,"","",-6.083,-50.15,+0720.5,20160704,20170324
818660,99999,COLINAS,BR,"","",-6.033,-44.233,+0180.5,20160704,20170324
818690,99999,OEIRAS,BR,"","",-6.967,-42.15,+0157.5,20160704,20170324
818700,99999,VALENCA DO PIAUI,BR,"","",-6.4,-41.733,+0302.5,20160704,20170324
818720,99999,TAUA,BR,"","",-6.017,-40.283,+0416.5,20160704,20170324
818750,99999,CAICO,BR,"","",-6.467,-37.083,+0171.5,20160704,20170324
819010,99999,CAROLINA,BR,"","",-7.333,-47.467,+0193.5,20160704,20170324
819080,99999,PICOS,BR,"","",-7.071,-41.404,+0234.5,20160704,20170324
819090,99999,CAMPOS SALES,BR,"","",-7.083,-40.367,+0573.5,20140410,20170318
819110,99999,BARBALHA,BR,"","",-7.3,-39.267,+0410.5,20160704,20170324
819120,99999,SERRA TALHADA,BR,"","",-7.95,-38.3,+0462.5,20160704,20170324
819140,99999,MONTEIRO,BR,"","",-7.9,-37.117,+0606.5,20160704,20170324
819150,99999,CABACEIRAS,BR,"","",-7.483,-36.283,+0437.5,20160704,20170324
819160,99999,CAMPNA GRANDE,BR,"","",-7.233,-35.9,+0549.5,20160704,20170324
819180,99999,JOAO PESSOA,BR,"","",-7.15,-34.85,+0045.5,20160704,20170324
819320,99999,PORTO VELHO,BR,"","",-8.8,-63.85,+0099.5,20160704,20170324
819400,99999,CONCEICAO DO ARAGUAIA,BR,"","",-8.283,-49.267,+0181.5,20160704,20170324
819410,99999,PEDRO AFONSO,BR,"","",-8.967,-48.183,+0190.5,20160704,20170324
819500,99999,PAULISTANA,BR,"","",-8.133,-41.15,+0375.5,20120111,20170324
819560,99999,CARUARU,BR,"","",-8.233,-35.983,+0551.5,20160704,20170324
819570,99999,PALMARES,BR,"","",-8.667,-35.567,+0181.5,20160704,20170115
819770,99999,ALTA FLORESTA,BR,"","",-10.067,-56.75,+0295.5,20160704,20170324
819780,99999,CARLINDA,BR,"","",-9.967,-55.833,+0301.5,20160704,20170324
819790,99999,GUARANTA DO NORTE,BR,"","",-9.95,-54.883,+0321.5,20160704,20170324
819820,99999,SANTANA DO ARAGUAIA,BR,"","",-9.333,-50.35,+0169.5,20161008,20170324
819850,99999,ALTO PARNAIBA,BR,"","",-9.1,-45.933,+0282.5,20160704,20170324
819860,99999,GILBUES,BR,"","",-9.867,-45.35,+0426.5,20160704,20170324
819880,99999,CARACOL,BR,"","",-9.283,-43.317,+0524.5,20160704,20170324
819960,99999,ARAPIRACA,BR,"","",-9.8,-36.617,+0242.5,20150830,20170324
819970,99999,SAO LUIS DO QU,BR,"","",-9.283,-35.567,+0020.5,20160704,20170324
820170,99999,OIAPOQUE,BR,"",SBOI,3.855,-51.797,+0019.2,19380603,20170324
820220,99999,BOA VISTA,BR,"",SBBV,2.846,-60.69,+0084.1,19730101,20170324
820240,99999,BOA VISTA,BR,"","",2.817,-60.65,+0090.0,19740610,20070925
820260,99999,TIRIOS,BR,"","",2.483,-55.983,+0325.0,19840403,20081112
820305,99999,MARILIA,BR,"",SBML,-22.197,-49.926,+0646.8,20071016,20170324
820670,99999,IAUARETE,BR,"",SBYA,0.608,-69.186,+0105.2,19730101,20151106
820910,99999,MONTE DOURADO,BR,"",SBMD,-0.89,-52.602,+0206.3,20090808,20170324
820940,99999,PONTA DO CEU,BR,"","",0.767,-50.1,+0004.0,19801005,19960517
820980,99999,MACAPA,BR,"",SBMQ,0.051,-51.072,+0017.1,19730101,20170324
820990,99999,MACAPA-AEROPORTO,BR,"","",0.05,-51.067,+0016.0,19430901,20070925
821075,99999,UBERLANDIA,BR,"","",-18.883,-48.233,+0943.1,20090811,20100527
821110,99999,EDUARDO GOMES INTL,BR,"",SBEG,-3.039,-60.05,+0080.5,19770501,20170324
821430,99999,SALINOPOLIS,BR,"","",-0.617,-47.383,+0014.0,19810201,20170324
821450,99999,TRACUATEUA (BRAGANCA),BR,"","",-1.083,-46.933,+0036.0,19900112,20170324
821780,99999,OBIDOS,BR,"","",-1.917,-55.517,+0037.0,19891117,20070925
821810,99999,MONTE ALEGRE,BR,"","",-2,-54.083,+0146.0,19891114,20170324
821880,99999,BREVES,BR,"","",-1.667,-50.483,+0015.0,19891201,20071219
821910,99999,BELEM,BR,"","",-1.45,-48.467,+0010.0,19310104,20070925
821930,99999,VAL DE CANS INTL,BR,"",SBBE,-1.379,-48.476,+0016.5,19421001,20170324
821980,99999,TURIACU,BR,"","",-1.717,-45.4,+0044.0,19761101,20170324
822000,99999,IPIRANGA(?),BR,"","",-2.983,-69.583,+0000.0,19830701,19841101
822120,99999,FONTE BOA,BR,"","",-2.533,-66.167,+0056.0,19740610,20170324
822630,99999,CAMETA,BR,"","",-2.25,-49.5,+0024.0,19891114,20070925
822800,99999,SAO LUIZ,BR,"","",-2.533,-44.3,+0051.0,19310202,20070925
822810,99999,MARECHAL CUNHA MACHADO INTL,BR,"",SBSL,-2.585,-44.234,+0054.3,19430501,20170324
822870,99999,PARNAIBA,BR,"","",-3.083,-41.783,+0022.0,19760404,20170324
823030,99999,S.PAULO DE OLIVENCA,BR,"","",-3.467,-68.95,+0094.0,20010911,20010912
823170,99999,TEFE,BR,"",SBTF,-3.383,-64.724,+0056.1,19730101,20170324
823360,99999,ITACOATIARA,BR,"",SBIC,-3.127,-58.481,+0043.3,19730101,20170324
823365,99999,MONTE DOURADO,BR,"","",-0.883,-52.6,+0206.0,20061026,20090808
823366,99999,TOCANTINS,BR,"",SBPJ,-10.292,-48.357,+0235.9,20050903,20170324
823530,99999,ALTAMIRA,BR,"",SBHT,-3.254,-52.254,+0112.2,19730101,20170324
823970,99999,FORTALEZA,BR,"","",-3.767,-38.6,+0026.0,19310104,20070925
824000,99999,FERNANDO DE NORONHA,BR,"",SBFN,-3.855,-32.423,+0058.8,19310101,20170324
824180,99999,CARAUARI,BR,"",SBUI,-4.95,-66.9,+0066.0,19730101,20051011
824250,99999,COARI,BR,"","",-4.083,-63.133,+0046.0,19740610,20160805
824450,99999,ITAITUBA,BR,"","",-4.267,-55.983,+0045.0,19881103,20170324
824800,99999,PIRIPIRI,BR,"","",-4.267,-41.783,+0161.0,19950101,20070925
824930,99999,JAGUARUANA,BR,"","",-4.783,-37.767,+0012.0,19911101,20070925
825330,99999,MANICORE,BR,"",SBMY,-5.811,-61.278,+0053.0,19740215,20170324
825640,99999,PREFEITO RENATO MOREIRA,BR,"",SBIZ,-5.531,-47.46,+0131.4,19770601,20170324
825650,99999,IMPERATRIZ,BR,"","",-5.533,-47.45,+0131.0,19910927,20070925
825670,99999,CARAJAS,BR,"",SBCJ,-6.118,-50.003,+0621.2,20111116,20170324
825680,99999,GRAJAU,BR,"","",-5.8,-46.45,+0163.0,19380913,20031119
825780,99999,TERESINA,BR,"","",-5.083,-42.817,+0074.0,19770201,20070925
825960,99999,CEARA-MIRIM,BR,"","",-5.65,-35.417,+0061.0,19760404,20070925
825991,99999,MINISTRO VICTOR KONDER INTL,BR,"",SBNF,-26.88,-48.651,+0005.5,20050502,20170324
826100,99999,EIRUNEPE,BR,"","",-6.667,-69.867,+0104.0,19730101,20170324
826680,99999,SAO FELIX DO XINGU,BR,"","",-6.633,-51.983,+0150.0,19740610,19970109
826830,99999,TAUA,BR,"","",-6,-40.417,+0399.0,19891201,20170324
826900,99999,SERIDO / CAICO,BR,"","",-6.467,-37.083,+0170.0,19380913,19440331
827230,99999,LABREA,BR,"","",-7.25,-64.833,+0060.0,19730101,20170324
827410,99999,ALTO TAPAJOS,BR,"","",-7.35,-57.517,+0140.0,19730101,19771015
827530,99999,OURICURI,BR,"","",-7.9,-40.05,+0459.0,19910823,20070925
827600,99999,BALSAS,BR,"","",-7.05,-42.067,+0251.0,19951013,20011119
827650,99999,CAROLINA,BR,"","",-7.333,-47.467,+0193.0,19730101,20170324
827770,99999,CAMPOS SALES,BR,"","",-7,-40.383,+0583.0,19891117,20070417
827800,99999,PICOS,BR,"","",-7.067,-41.483,+0208.0,19891117,20170313
827890,99999,TRIUNFO,BR,"","",-7.85,-38.133,+1020.0,19900323,20170324
827910,99999,PATOS,BR,"","",-7.017,-37.267,+0249.0,19860701,20170324
827960,99999,CAMPINAGRANDE,BR,"","",-7.267,-35.883,+0500.0,19930101,20070925
827970,99999,SURUBIM,BR,"","",-7.833,-35.717,+0418.0,19380503,20070925
828080,99999,TARAUACA,BR,"",SBTK,-8.155,-70.783,+0196.9,20090811,20170324
828240,99999,GOVERNADOR JORGE TEIXEIRA DE,BR,"",SBPV,-8.709,-63.902,+0089.6,19821101,20170324
828250,99999,PORTO VELHO,BR,"","",-8.767,-63.917,+0095.0,19730101,20070925
